Brand,ID,Rating,Sentiment,Combined_Text,VADER_Sentiment,VADER_Correct
Nike,615854,5.0,positive,"A bouncing trampoline!. [This review was collected as part of a promotion.] Each step is sooo cushy and full of bounce! There's plenty of toe space in the extra wide version as well. I like to wear these shoes to work where I'm on my feet for 8+ hours. I have a knee injury, so these really help ease the pain in my joints. I really love these shoes",positive,True
Nike,609274,5.0,positive,Fantastic. Fantastic,positive,True
Nike,614413,5.0,positive,Best Running Shoe. [This review was collected as part of a promotion.] So happy I got this second pair! Like floating on air,positive,True
Nike,615855,5.0,positive,Vomero run. [This review was collected as part of a promotion.] Best running shoe I’ve bought. Very supportive and cushion is on point. Not cheap but you get what you pay for,positive,True
Nike,613347,5.0,positive,Comfy shoes for running. [This review was collected as part of a promotion.] These shoes are comfortable and good for running. They have a good cushion,positive,True
Nike,613152,5.0,positive,"Sweet Bounce. [This review was collected as part of a promotion.] This shoe is great for easy runs - short, long, doesn't matter. I wouldn't use it for picking up the pace, but more than happy to have the cushion on my other runs",positive,True
Nike,613343,5.0,positive,"Perfect fit. [This review was collected as part of a promotion.] Shoe is very light and cushioned, yet gives the foot a lot of support. I really like the look and it fit perfectly",positive,True
Nike,613503,5.0,positive,"Love!. [This review was collected as part of a promotion.] I bought these a month ago and they are so comfy, feels like I am walking on clouds",positive,True
Nike,613429,5.0,positive,So far so good. [This review was collected as part of a promotion.] Very bouncy . Comfy . Great sneaker will def buy again,positive,True
Nike,614414,5.0,positive,Do comfortable. [This review was collected as part of a promotion.] These are probably the most comfortable shoes I’ve ever owned. I sized up 1/2 size,positive,True
Nike,602876,5.0,positive,LOVE THIS SHOES 😍💜. LOVE this shoes.. I ran for over 8 yrs until I got an injury on my hip and never managed to get back. After 12 yrs of that last race I decided to give it a try again. I bought this shoes and honestly the cushion is absolutely amazing. Super recommend. Best running shoes I had so far,positive,True
Nike,613547,5.0,positive,Great shoe for running!. [This review was collected as part of a promotion.] I’ve worn this shoe for a few weeks now and I love them. Great for running outside or on the treadmill,positive,True
Nike,613432,5.0,positive,Super comfortable. [This review was collected as part of a promotion.] Extremely comfortable shoes. Feels great while on runs,positive,True
Nike,613154,5.0,positive,Great shoes. [This review was collected as part of a promotion.] shoes are great. One of the most comfy pairs I’ve ever worn,positive,True
Nike,613499,5.0,positive,"Son Loves!. [This review was collected as part of a promotion.] 18 yo son received for Christmas and loves! Says comfortable and makes him appear taller, haha",positive,True
Nike,615853,5.0,positive,Springy. [This review was collected as part of a promotion.] I bought these shoes in December to replace a pair of Hoka Bondi 9’s. The Vomero’s are a plush and springy ride! Easily my new favorite shoe!,positive,True
Nike,615745,5.0,positive,"Comfort, Support and Superior cushioning. [This review was collected as part of a promotion.] I am a 65 year old diabetic with neuropathy. I am not a runner but a walker and I chose these shoes for the support and increased cushioning with no regrets. I now own 2 pairs",positive,True
Nike,602737,5.0,positive,"Perfect shoe!. Beautiful, comfortable, excellent! I love it! True size!",positive,True
Nike,602580,5.0,positive,Walking on air - really!. Absolutely amazing sneaker. I feel like I am walking on air. I can stand and walk for hours with absolutely no pressure on any part of my foot or body. It is Heavenly walking on these sneakers. They make me happy with  every step I take,positive,True
Nike,602586,5.0,positive,Excellent Shoe. Excellent choice of running shoe for me. Love the cushion and the support. I will buy another pair!,positive,True
Nike,602406,5.0,positive,Vomero Plus Rocks !. The Vomero Plus is by far the most cushioned shoe in the current Nike running shoe category. The Zoom X makes this shoe super comfortable and easy on the feet and knees. I am now wearing this shoe for training clients (on my feet a lot as a fitness trainer) as well. Well done Nike !,positive,True
Nike,609645,5.0,positive,Life Changing!. I love these running shoes!!! I workout at Orange Theory and these bad boys had me breezing through class! I felt no pain in my knees and ankles running and they provided me with better support/balance with strength training!,positive,True
Nike,608733,5.0,positive,Running. [This review was collected as part of a promotion.] OMG I’m in love with this product  I loved it fits great comfortable  I’m happy to get them 100% recommend  To everyone,positive,True
Nike,608794,5.0,positive,Great walking shoes. [This review was collected as part of a promotion.] Really soft when walking feels like walking on a cloud,positive,True
Nike,608861,5.0,positive,Super comfort. [This review was collected as part of a promotion.] Bought these sneakers as a gift for my wife. They are going to be the perfect shoe for our Disney vacation (lookout 25k steps per day). Sized up 1/2 size for a perfect fit,positive,True
Nike,607273,5.0,positive,Extremely comfortable shoes. [This review was collected as part of a promotion.] These shoes have the most cushioning of any shoes I’ve ever worn,positive,True
Nike,608053,5.0,positive,Support & Comfort. [This review was collected as part of a promotion.] Super comfortable shoe. Wear them for 8 hrs during my work shift. Great support on ankles,positive,True
Nike,606974,5.0,positive,Great shoes!. [This review was collected as part of a promotion.] I bought these shoes to officiate football in. Very comfortable and the extra cushion provides great support on turf fields,positive,True
Nike,606988,5.0,positive,Looks big but good. [This review was collected as part of a promotion.] Nice Product. Looks Larget but feels really good on long walks,positive,True
Nike,609726,5.0,positive,"It's alinclusively perfect for me, just perfect !!!. [This review was collected as part of a promotion.] It's a perfect shoe for my day to day nursing job, just perfect. I can compare bcuz I broke my knee a year ago and I have about 6 other brands that I bought to find the perfect suit for me and they are great for sure giving me upwards of 8 and 10 continuous hours but this vermero is forever and I thank you. Thank God 😊",positive,True
Nike,609566,5.0,positive,The best shoe ever!! You're walking on a cloud!. [This review was collected as part of a promotion.] My son gave me these as a Christmas gift. I am a licensed cosmetologist and I am consistently on my feet. When Im not in the salon and off running errands I expect to wear a shoe that supports my comfort and these surpassed the test. I am an ON shoe's girl and these beat them hands down. The BEST!,positive,True
Nike,609328,5.0,positive,Runner with foot problems. [This review was collected as part of a promotion.] These shoes are very comfortable. I can run with no foot pain. The heel cup is well cushioned and I have several pair as I am a fitness instructor,positive,True
Nike,609329,5.0,positive,Great shoe. [This review was collected as part of a promotion.] Great shoe for longer runs without being too squishy,positive,True
Nike,609543,4.0,positive,Lived up to the hype. [This review was collected as part of a promotion.] Bought these bad boys as a gift for my wife… she’s very athletic. Runs. Plays basketball. Goes to the gym etc. safe to say she approves. Her feet felt like they were on clouds. Just wish there was more colors to choose from,positive,True
Nike,608648,5.0,positive,Comfortable to the max.. [This review was collected as part of a promotion.] Expensive but well worth it. Sooo comfortable. Makes long walks easy n enjoyable,positive,True
Nike,608654,5.0,positive,"Great features , comfort you’ll enjoy.. [This review was collected as part of a promotion.] I brought these 3 weeks ago. Happy I did also I’ve purchased 2 more pairs recently",positive,True
Nike,608528,5.0,positive,"Super Comfy. [This review was collected as part of a promotion.] I bought this shoe for my Wife for Christmas and she really likes it. The quality, comfort and color is really nice",positive,True
Nike,607006,5.0,positive,"Great sneakers!. [This review was collected as part of a promotion.] These are awesome in terms of comfort and fit. They do add about 2 inches of height, so I'm not sure if they are best in terms of running, but overall, they are very comfortable and look great",positive,True
Nike,606998,5.0,positive,"Pillowy Soft. [This review was collected as part of a promotion.] These shoes are amazing. Very light weight, high stack, and very soft but springy. Love ZoomX foam",positive,True
Nike,607243,5.0,positive,Excellent Sneaker. [This review was collected as part of a promotion.] Very comfortable to wear. Feels like you’re walking on a cloud. Definitely a sneaker to consider if you’re a walker,positive,True
Nike,608658,4.0,positive,New shoes. [This review was collected as part of a promotion.] I bought these shoes a month ago. It’s like walking on a cloud,positive,True
Nike,608534,5.0,positive,Super cushion neutral. [This review was collected as part of a promotion.] Have been in love with these since the summer. My third pair so far. From daily runs to marathon training to marathon races. Won’t be my last pair,positive,True
Nike,608602,5.0,positive,"Ultimate Max Cushion. [This review was collected as part of a promotion.] Clean, simple design with ultra comfort, Great for walking and looks great with everything",positive,True
Nike,596923,5.0,positive,These shoes are great! Worth every penny.,positive,True
Nike,596922,5.0,positive,"Buy the shoes!!!!. These shoes completely changed my runs for the better. I’m new at running and have been using improper shoes for months. These shoes are so comfortable, have a great amount of cushion and bounce, and are beautiful!’",positive,True
Nike,596924,5.0,positive,"I bought it for me and for my wife. Very light,comfortable,floppy and attractive as well as awesome color.I definitely recommend.. Awesome,comfortable and very charming!!",positive,True
Nike,596810,5.0,positive,Perfect shoes!!!. Perfect shoes for running or be walking for long time.  As a delivery driver this ones are the best I ever had!! ✨✨,positive,True
Nike,606971,5.0,positive,Super comfortable!. [This review was collected as part of a promotion.] I got these for Christmas and they are very comfy! I highly recommend!,positive,True
Nike,609724,5.0,positive,Silver zebra. [This review was collected as part of a promotion.] The silver color way is marked wrong it is Regular width so no one is buying it.Took a chance and the are the right fit Vomero plus does not come in a narrow with,negative,False
Nike,609411,5.0,positive,So comfortable and great bounce for my long runs.. [This review was collected as part of a promotion.] Bought them a month ago to test for long runs. Couldn’t be happier. Going back to purchase another pair!,positive,True
Nike,609434,5.0,positive,This is a marathon shoe!. [This review was collected as part of a promotion.] Ran a full marathon with this shoe and I did not lose any toenails or have any blisters! A great shoe for 26.2 miles🥳🥳,positive,True
Nike,609438,5.0,positive,Wonderful!. [This review was collected as part of a promotion.] My son has a hard time finding comfy shoes. Ty see weee perfect for a week at Disney! No pain at all!,positive,True
Nike,609563,4.0,positive,"Easy Miles Monster. [This review was collected as part of a promotion.] Having run in the Vomero 18, I was excited to give the Vomero Plus a try. I am generally pleased with the shoes and the first 50 miles logged over a variety of distances and conditions.   Positives: Great colorways. Eats up the easy miles. Pretty responsive for a max trainer. Plush upper.  Negative: Fit. With a pretty average foot and 40 years of running, I am struggling to get a good lockdown despite trying multiple lacing techniques",positive,True
Nike,609565,5.0,positive,Fantastic Cushion. [This review was collected as part of a promotion.] This is my second pair I have bought. I run every day and these shoes make a difference in the cushion they provide especially for my knee. I switched from HOKAs to these,positive,True
Nike,609646,5.0,positive,Great distance running shoe. [This review was collected as part of a promotion.] Really like the fit and feel of this shoe. I have been wearing the Invincible for the last few years. This is a replacement for it and it doesn't disappoint,positive,True
Nike,609648,5.0,positive,Comfort and Support. [This review was collected as part of a promotion.] Great support and comfortable. Wear daily. No complaints,positive,True
Nike,609542,5.0,positive,The sneakers are great!. [This review was collected as part of a promotion.] These are the best sneakers I have ever had in my whole life. I purchased these about three to four weeks ago. I would recommend the Sneakers wholeheartedly. You will not be disappointed,positive,True
Nike,608802,5.0,positive,So comfy!. [This review was collected as part of a promotion.] Like walking on clouds! I love these shoes for every day wear,positive,True
Nike,608606,5.0,positive,Thee Most Comfortable Shoes. [This review was collected as part of a promotion.] Very responsive shoe. I was supposed to walk/run in these my first time out in a while and I was able to run the whole time. Super comfortable!,positive,True
Nike,608629,5.0,positive,Vomero Plus. [This review was collected as part of a promotion.] I purchased the Vomero Plus and love how comfortable they feel,positive,True
Nike,608616,5.0,positive,Outstanding comfort. [This review was collected as part of a promotion.] I bought these shoes to maximize the cushioning effect and these shoes really deliver. I am very happy with the comfort,positive,True
Nike,608632,5.0,positive,Learned to love this shoe. [This review was collected as part of a promotion.] Wast a big fan of alot of cushion in running shoes but this is great it is still very light and responsive. Been able to maintain my normal running pace and get more cushion for my daily runs,positive,True
Nike,608638,5.0,positive,One of the Best Shoes of the Year. [This review was collected as part of a promotion.] Amazing bounce and resilience even after 250+ miles. Stable and capable of working at a variety of paces. Picked up another pair,positive,True
Nike,608640,5.0,positive,Great running shoe!!. [This review was collected as part of a promotion.] Second time buying this shoe. Used the first pair for training and running in the Portland half marathon. Time for a new pair and a new running goal,positive,True
Nike,608503,5.0,positive,Awesome sneaker. [This review was collected as part of a promotion.] ************************************Awesome sneaker,positive,True
Nike,608548,5.0,positive,"New Daily’s. [This review was collected as part of a promotion.] Second pair, new favorite shoes for daily runs, definitely recommend!",positive,True
Nike,608542,5.0,positive,Great design!. [This review was collected as part of a promotion.] Received these for Christmas. The pink color really pops. Super comfortable. Can wait to wear them at the gym for intense cardio classes,positive,True
Nike,596807,5.0,positive,"All around Great 6/5. I have about 120 miles on mine, and they are one of the best running shoes I have worn. They have totally removed my knee pain. They can pick up the pace, go the slow miles, everything you need in a daily trainer or recovery shoe",positive,True
Nike,596808,5.0,positive,🔥🔥🔥. These shoes are absolutely incredible. These were my first serious pair of running shoes and I think everyone should have these in their rotation!,negative,False
Nike,596809,5.0,positive,"perfect shoe!. Thesehave to be the greatest shoe of all time... Def buying these over and over again! the shoe did feel a tiny bit big, almost nothing",positive,True
Nike,593846,5.0,positive,"I bought these sneakers recently and I’m really happy with my purchase. I’ve been using them for daily wear and light workouts, and they’ve been very comfortable so far. •Very comfortable and lightweight •Good quality materials •Stylish design •Great value for the price",positive,True
Nike,594848,5.0,positive,great shoe. very nice and comfortable true to size,positive,True
Nike,594400,5.0,positive,These are honestly a game changer. I usually run a 5k at least 4 days a week and was really struggling with calf//shin pain - I splurged on these shoes and literally just got done running a 10k and could have gone longer. Absolutely NO pain at all. These are still really lightweight and supportive around my ankle but fully feels like running on a cloud. As soon as these wear out I’ll be buying the same exact pair again.,positive,True
Nike,593815,5.0,positive,They are the best. These shoes are the best running shoe I've had with Nike! Highly Recommend these shoes,positive,True
Nike,589784,5.0,positive,"Awesome recovery shoe.. I have really enjoyed running in the Nike Vomero Plus. The cushioning is the standout feature. It feels plush and protective without being unstable, which makes a big difference on longer runs and recovery days. My legs feel noticeably fresher after higher mileage sessions.  The ride is smooth and consistent, especially at easy to steady paces. Heel to toe transitions feel controlled, and the shoe gives me confidence on pavement when I am settling into a rhythm. The upper is comfortable and breathable, with enough room in the forefoot to stay comfortable as miles add up.  This is not a speed focused shoe, and it does feel heavier when I try to push the pace. For tempo runs or faster efforts, I would reach for something lighter. But for daily training, long runs, and steady aerobic work, it does exactly what I want.  Overall, the Vomero Plus is a dependable, comfort driven running shoe that excels at protecting my legs and keeping runs enjoyable. It is a great choice for runners who value cushioning, stability, and consistency over pure speed",positive,True
Nike,596035,5.0,positive,"Great. Love the price and are comfortable, I definitely gonna buy another pair of these shoes",positive,True
Nike,589649,5.0,positive,Shoes for flat foot big guys.. At 6’4 235lbs with flat/over pronating feet these shoes are the best kicks I have had for running. I have over 400 miles on these shoes and they are still holding. Don’t change this formula Nike!,positive,True
Nike,589016,5.0,positive,"Phil’s team hit the mark.  From Pre onward. I’ve worn Nike since birth.  Basketball in my teens - 30s, then running shoes.  Phil Knight gets it.  Oregon/Stanford, education.  Top runners.  Go Dalia Frias!  Vomero Plus is perfect.  I’ve tried others, On, Hoka, Brooks, ASICS, nothing compares.  Go to your local running store and see for yourself.  More cushion, more responsiveness.  If you run a lot , Zoom Fly 6 or alpha fly, otherwise Vomero Plus.  Not sure how this gets any better!",positive,True
Nike,593680,5.0,positive,Great Features !. [This review was collected as part of a promotion.] Bought this as a gift and ended up buying a pair for myself,positive,True
Nike,589392,5.0,positive,vomero plus. [This review was collected as part of a promotion.] I brought these for my girl and she loves them. Great investment,positive,True
Nike,603025,5.0,positive,"The most comfortable shoe ever. I usually rotate between 2-3 pairs of shoes for my easy runs, but honestly since I put these on I just can't seem to wear anything else. They are extremely comfortable. They respond to the road really well, and even when I do strides, they seem to push me forward. I'm tempted to get another pair for my 12 hour shifts at work. Give them a try, you won't be disappointed",positive,True
Nike,588372,2.0,negative,Make all colors wide. Love this shoe but you should come out with all colors Wide if you going to make one or two colors wide not cool you need to come out with all colors wide,negative,True
Nike,587745,5.0,positive,Vomero. Very comfortable and secure to the foot once laced.   They might run a little big but I’m afraid to change sizes. I’m typically a true 14 in Nike shoes,positive,True
Nike,584779,5.0,positive,"So comfortable!. I am very impressed!! I work in healthcare and am on my feet all day, and let me tell you… these  shoes did not let me down. I normally wear ON, Hokas or Brooks, but I think I finally gound a Nike shoe that works for my needs. The shoe is very lightweight and extremely comfortable, feels like you’re prancing around on bouncy marshmallow clouds lol. I’m obsessed",positive,True
Nike,587659,5.0,positive,Nice nRunning Shoes. [This review was collected as part of a promotion.] I am so happy I bought these running shoes. They have the built in cushion I need and they are light weight for quick movement,positive,True
Nike,579643,5.0,positive,The shoes were very high quality. They came fast and were nicely packaged. Would definitely recommend .,positive,True
Nike,582928,4.0,positive,Full of comfort. [This review was collected as part of a promotion.] Full of comfort and bouncy feel. The soles are very thin so getting a lot of use before the rubber wears off is not possible if you have an issue with heal drag but for causal use is ok,positive,True
Nike,578827,5.0,positive,"Best shoe of 2025. I didn't expect to love the Vomero Plus this much, but it’s straight up becoming my go-to. The orange color is loud, but I dig it. Fit-wise, I went with my normal size and had zero issues with width. It feels super soft right out of the box—definitely more support than the Premium version—but the transition feels super natural. It’s basically the Invincible Run but with better protection and less wobble. It handles pace pickup surprisingly well, too. After a few runs, I’m already looking at other colorways",positive,True
Nike,582836,5.0,positive,Comfy I recommend getting them.. [This review was collected as part of a promotion.] I bought a month ago and still love them. You can get them in different colors too,positive,True
Nike,580520,5.0,positive,"Excellent shoes for progression and easy runs. These have a soft, pillowy ride without being overly slow. They are a bit heavy so it's not best for any speed work or intervals. However, the Vomero Plus is excellent for those easy recovery runs up to some tempo",positive,True
Nike,583221,5.0,positive,"Amazing shoes!. [This review was collected as part of a promotion.] Very comfy, well cushioned, better than hoka, I’ll buy more different colors",positive,True
Nike,582015,5.0,positive,Springy. [This review was collected as part of a promotion.] It’s like walking on springs very comfortable. Shoes are so good had to buy 4 pairs,positive,True
Nike,582016,5.0,positive,New shoes. [This review was collected as part of a promotion.] I'm so glad I purchased these shoes when did. Amazing product,positive,True
Nike,582927,5.0,positive,Big fan. [This review was collected as part of a promotion.] I’m a fan of Vomero for my training runs. They are heavy but very comfortable. So bought these for my wife as she begins her running journey. Plus the color is fire,positive,True
Nike,580524,5.0,positive,One of the MOST comfortable pairs of shoes I own. [This review was collected as part of a promotion.] My wife has a few pairs of these and loves them. So I bought a pair and now I see why. Super comfortable and fit my foot great,positive,True
Nike,582837,5.0,positive,Impressive. [This review was collected as part of a promotion.] I have not purchased a pair of Nikes for about 10 years. When I put these on I felt my feet mold into the shoe. Your feet will thank you for incasing them in a soft pillow like atmosphere that screams total comfort,positive,True
Nike,581451,5.0,positive,Great shoes. [This review was collected as part of a promotion.] they feel amazing. Best shoes I’ve ever had. I walk all day,positive,True
Nike,581506,1.0,negative,Thy feel great. [This review was collected as part of a promotion.] I really like them for walking. Hhhhhjjjjjbbbbhhhhh,positive,False
Nike,582462,5.0,positive,Great running shoes!. [This review was collected as part of a promotion.] They are very light and provide a large amount of cushioning. Perfect for running on roads or long distances,positive,True
Nike,583319,4.0,positive,Comfortable. [This review was collected as part of a promotion.] I bought these the end of October and they are very comfortable. I have a lot of trouble since o injured my leg but these are great for my daily walks,positive,True
Nike,575284,5.0,positive,Incredible Comfort. The most comfortable shoes ever!,positive,True
Nike,577736,5.0,positive,"Great Running Shoe. This is an awesome, light-weight cushioned shoe. I have some hip issues, and when I ran in these for my first couple of runs in them, I had no paid what so ever",positive,True
Nike,576772,5.0,positive,SO COMFORTABLE. [This review was collected as part of a promotion.] These shoes give so much cushioning on your heel. They are bouncy and so comfortable! I never wear any of my other shoes since I bought these!,positive,True
Nike,577563,4.0,positive,Great shoe. [This review was collected as part of a promotion.] Very comfortable shoe great for running or everyday wears,positive,True
Nike,578189,5.0,positive,"Vomero Plus. [This review was collected as part of a promotion.] I bought these a month ago, and they are honestly the most comfortable shoes I've ever bought",positive,True
Nike,577874,5.0,positive,"Maximum Comfort!!!. [This review was collected as part of a promotion.] I purchased these shoes after a suggestion from somebody at the store. Within seconds of having them on, they felt so comfortable. I have been wearing them to work for the last three weeks and I am beyond obsessed with them. They are so comfortable and it feels like I’m walking on marshmallows",positive,True
Nike,577380,5.0,positive,"Vomero Plus for the win. [This review was collected as part of a promotion.] I have a pair of Vomero 18s which I use for walking and decided to give the Vomero 18 Plus a try for running. They are very comfortable, a good amount of arch support, and a good spring with every step. Highly recommend",positive,True
Nike,578379,5.0,positive,"Incredible. [This review was collected as part of a promotion.] I have 5 pairs of the Vomero 18’s (work, run, and everyday shoes) but I wanted a different pair for the running rotation. They are very cushioned, with some bounce, my feet definitely do not get tired from the run in these. Just wish they had more colorways. I have the seaweed green",positive,True
Nike,578650,5.0,positive,"I own 2 pairs of asics and these top it for running. [This review was collected as part of a promotion.] I own 2 pairs of asics and these top it for running, more cushion. True to size",positive,True
Nike,568212,5.0,positive,Brilliant!. Highly recommend! - . I have flat feet and they just give me the extra stability I needed and cushioning - like walking/running on air . As they are so versatile I ended up buying two pairs; black for outdoors and white for the gym. They are by far the best trainers I’ve ever had,positive,True
Nike,571076,5.0,positive,Best Shoe Ever. Like walking on clouds😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀🙂,positive,True
Nike,568388,2.0,negative,"Rugged upper heel. Soooo sad that these didn’t live up to the hype. Good bounce etc but the top of the upper heel is so rugged under the lining the vomero plus, it’s really uncomfortable against my skin even with decent socks on. Really tried to persevere but this must be fault with this style, and at this price point it’s sadly not good enough.   I went into a sports shop to check others incase it was just my pair specifically, and all the plus models had the same issue, the 18’s were fine and plush/smooth.   Really gutted as the colour etc is stunning",negative,True
Nike,570889,5.0,positive,"Great. Very comfortable shoes, soft and responsive, true to size",positive,True
Nike,574696,5.0,positive,"better than my asics and hokas! I have no arch,and these provide great support",positive,True
Nike,568564,1.0,negative,"Flawed design - Lace Eyelets popped. Shoes were nice, but the eyelets (wires laces went thru) popped under 2 months. Very unfortunate flaw in the design",negative,True
Nike,568559,5.0,positive,So comfortable. They are so comfortable and have a bounce when you take a step. I’m so glad I found these!,positive,True
Nike,568558,5.0,positive,Life Changing. 3 hours into wearing these and my whole attitude is better because my feet are so happy with each step.  100% better than my Brooks or Hokas.  Seriously just buy them.  Worth every single penny,positive,True
Nike,574441,5.0,positive,Amazing. [This review was collected as part of a promotion.] I got this as a birthday present barely getting into running and I love them. I've never been a big runner but these shoes help alot,positive,True
Nike,574634,5.0,positive,"Ok but the she shoe lace loop broke in 2 weeks , not impressed. [This review was collected as part of a promotion.] The shoes feels nice but the shoe lace loop broke in 2 weeks I don’t even tie my shoes often",negative,False
Nike,572296,5.0,positive,Shoes. [This review was collected as part of a promotion.] I bought shoes for my wife to wear to work because she spends a lot of time on her feet and she says she really loves her and very comfortable for walking and standing all day,positive,True
Nike,572297,5.0,positive,EXCEPTIONALLY VERSATILE. [This review was collected as part of a promotion.] Very happy with my purchase and value for my dollar,positive,True
Nike,574875,5.0,positive,Great Love them. [This review was collected as part of a promotion.] Happy ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,positive,True
Nike,575135,4.0,positive,"Max Cushioning!. [This review was collected as part of a promotion.] After a short 3 mile break in run, these shoes delivered maximum comfort and stability during the Marine Corps Marathon. I noticed less impact on my joints and good energy return. I’ve worn them for some recovery runs as well & find they best fit for my long run days or easy run recovery runs — more cushioning than I’d like, or even need, for a short run or speed workout.   Impressed at how light the shoe is considering the amount of material. The shoelace eyelets are well placed and the design allows you to a lot of range with how tight you’d like to tie your shoes",positive,True
Nike,573173,5.0,positive,"Running on clouds!. [This review was collected as part of a promotion.] I bought these for my half marathons and hyrox competitions. I also take classes at orange theory and I truly have never been happier, or comfier, in a pair of shoes!",positive,True
Nike,573748,5.0,positive,Great comfortable shoe. [This review was collected as part of a promotion.] One of the best fitting shoes and comfortable I’ve had in a while. Good choice,positive,True
Nike,574172,5.0,positive,Great product. [This review was collected as part of a promotion.] Excellent cushion and comfort with a nice look!!!!,positive,True
Nike,574171,4.0,positive,Great cushion and responsive support!. [This review was collected as part of a promotion.] I am happy to purchase these shoes. They've provided excellent support for arduous runs,positive,True
Nike,575091,5.0,positive,Great running shows. [This review was collected as part of a promotion.] New favorite running shoes in my rotation. Great support and response. Definitely recommend for long distance running,positive,True
Nike,572295,5.0,positive,My wife loved the shoe. [This review was collected as part of a promotion.] They feel great and look great. She was surprised by how soft they were,positive,True
Nike,573684,5.0,positive,Great support. [This review was collected as part of a promotion.] These shoes are great for walking all over a city !,positive,True
Nike,574025,5.0,positive,Absolute best work shoe!. [This review was collected as part of a promotion.] I have not reached for my other shoes since I bought these! They are extremely comfortable and are perfect for my 12 hour shifts in the ICU!,positive,True
Nike,575136,4.0,positive,Great shoe!. [This review was collected as part of a promotion.] I bought a month ago for work and having pains being on my feet so much,positive,True
Nike,574355,5.0,positive,My favorite sneaker!. [This review was collected as part of a promotion.] These are by far my favorite sneaker. I wore these for a great cancer walk and received so many compliments. I purchased another pair for my mother,positive,True
Nike,568273,5.0,positive,Comfortable and fun. Super cushioned shoe that works well on variable surfaces. Has made getting back into running easy and I like the colors!,positive,True
Nike,568269,2.0,negative,"Ugly colorways. It’s a good shoe but it’s the worse colorways I’ve seen, Nike do better",negative,True
Nike,568145,5.0,positive,"Great shoes for all levels of running. Love these shoes and the Vomero line of shoes. I have the vomero5, vomero18 , vomero plus and looking to purchase the vomero premium",positive,True
Nike,568021,4.0,positive,Colors different then appear. Very comfortable but the college grey pair is pretty deceiving. The color online looks more like an oatmeal or cream but in person they are VERY grey. Pretty disappointing,positive,True
Nike,570433,5.0,positive,Very comfortable!. [This review was collected as part of a promotion.] I bought these a month ago and they are very comfortable and fits perfect!,positive,True
Nike,567785,5.0,positive,"Goldilocks Running Shoe!. Really loving these shoes so far! They are comfortable, but don't feel too squishy! You can really do all kinds of different runs in this shoe. It is not the lightest, but if you need an overall balanced running shoe this is it! The shoe is true to size & fits really secure, and I didn't notice any slippage in the heel. The energy return from the zoom x foam is amazing and makes me want to run even faster! I don't think you will be disappointed if you purchase this shoe. Awesome job Nike! Thank you for making my life & runs better by creating this shoe",positive,True
Nike,566715,5.0,positive,Surprised. These shoes will not disappoint if you are on your feet for long hours,positive,True
Nike,570403,5.0,positive,"Beyond Comfortable. [This review was collected as part of a promotion.] I have had these for a few weeks and don't want to take them off. They are like walking on clouds. They are a running shoe, however, I prefer a sneaker with less cushion. I do you these for casual wear and walking",positive,True
Nike,570431,4.0,positive,Looking a black shoe. Must shoes these days are white.. [This review was collected as part of a promotion.] Just wore today for 1st time. Super comfortable I have several pairs. I’m sneaker had to have over 150 pairs of sneakers,positive,True
Nike,570388,5.0,positive,"Plush and responsive. [This review was collected as part of a promotion.] Great daily trainer/recovery shoe with plenty of comfort and response. Great lockdown in the upper, very happy!",positive,True
Nike,570306,5.0,positive,"Great shoes worth the cost. [This review was collected as part of a promotion.] Bought these shoes for my son, he’s been running with me and so far he’s thrilled with them. Comfortable, bouncy and responsive",positive,True
Nike,570726,4.0,positive,"Good shoe. [This review was collected as part of a promotion.] My friend and I got matching for running and my only complaint is she got a lip gloss with hers and I didn’t. If you’re gonna advertise some thing, make sure they all get them bought at same time same place",positive,True
Nike,570732,5.0,positive,Great comfort and performance. [This review was collected as part of a promotion.] Great running shoes for the occasional runner. I havent tested them above 3 miles but as running,positive,True
Nike,570313,4.0,positive,Great for running. [This review was collected as part of a promotion.] This is the running shoe I have been waiting for. Thank you,positive,True
Nike,570396,5.0,positive,"Great shoes. [This review was collected as part of a promotion.] very good max cushion running shoe. very ""springy"". lots of cushion",positive,True
Nike,570247,5.0,positive,Nice shoes. [This review was collected as part of a promotion.] Extremely comfortable lots of cushion in the heel. Love them,positive,True
Nike,570302,5.0,positive,So comfortable like walking on air!. [This review was collected as part of a promotion.] My husband loves his new sneakers. He says they are so comfortable they are like walking on air. When they arrived I actually thought the box was empty because they are just so light!!,positive,True
Nike,570328,4.0,positive,great features. [This review was collected as part of a promotion.] Training for my first marathon and these have provided the comfort I need while running,positive,True
Nike,570308,5.0,positive,"Great Shoes. [This review was collected as part of a promotion.] These shoes are really comfortable and are great for long runs. In addition, they're also pretty comfortable for just walking around town. I would highly recommend them",positive,True
