Brand,ID,Rating,Sentiment,Combined_Text,VADER_Sentiment,VADER_Compound,VADER_Correct
Nike,530594,1.0,negative,"Not Cushioned. Really upset with the quality of these shoes. I’m a big Nike Invincible guy, and the fact that this is supposed to be the replacement is tragic. These are not even close to the same level as the Invincibles",positive,0.382,False
Nike,530593,5.0,positive,Completed Europe tour with this shoes walking every day 20k steps on hard surface. Best cushions shoes I have ever. Just make sure your ankle stays in balance when you walk on uneven surface. Because shoes is in high cushions makes you feel taller and high from the shoe. But I would say it didn’t hurt my feet during my trip.,negative,-0.3716,False
Nike,530591,2.0,negative,"Not quite there yet. These shoes are SO cute—like ridiculously cute—and super comfy too. But the durability isn’t it. I wore them for one 10k and the foam is already peeling from the sole, plus the side material is wearing down. Love the look, hate that I can’t depend on them. Sadly, they’re going back",negative,-0.3994,True
Nike,530457,5.0,positive,Better than Pegasus Premium. these are great shoes! very comfortable.  I purchased the Pegasus Premium and returned them for these.  My feet feel so much better in these,positive,0.9333,True
Nike,530342,5.0,positive,"Super Squish!!  Soo nice!!!. Super squishy in the best way possible.  True to Nike sizing.  Great upper materials, look like they’ll be durable…we’ll see",positive,0.9785,True
Nike,520260,5.0,positive,Favourite running shoe ever. Super comfortable road shoe which I use mainly for 10k distances but ran a half marathon in and got a PB. I weigh 97kgs so they take a pounding but allow me to focus on the enjoyment of running. Probably my favourite running shoe ever,positive,0.8968,True
Nike,526313,5.0,positive,"Plus is Plush ;). These are SUPER Comfortable with very nice cushion & bounce...no break-in time needed...not so sure if the cushion & bounce is really much better than the Vomero 18...I personally think these are very stable, i'm not a runner but I walk several miles a day...the overall design is also very cool for casual wear...this shoe is an absolute WINNER!",positive,0.9733,True
Nike,526394,1.0,negative,"I will look elsewhere…. Poor quality, had to return twice due to lace locks breaking",negative,-0.4767,True
Nike,520259,5.0,positive,"A dream to run in. These shoes are a dream to run in, so spongy and cushioned. They felt like slippers as soon as I put them on. Great fit around the toes and mid foot, and the new fabric seems much more breathable. Insane colours too",positive,0.8451,True
Nike,534748,5.0,positive,Nice Sneaker. Very comfortable and easy on feet. I highly recommend shoe; you must try for yourself,positive,0.9072,True
Nike,524002,5.0,positive,"Nice. Great,  I love them. YES!!!!  Wow, comfortable",positive,0.9744,True
Nike,523836,5.0,positive,"Vomero's the best cousin to Invincible.. My Vomero arrived today, and I started my run. I've put in 3.70 miles on it. These running shoes have the bounce and the cushion to do a long, slow run. I know 5km running, dude, and I could go long. I will use these Vomeros as my long-running shoes.   Here's the gist of the Vomero: it's stable, not too heavy, comfortable, and grippy. The ZoomX midsole enables you to push forward, and it's soft on every landing. There is no harshness on landing and nary an instability.    I ought to run at Golden Gate Park with this pair. I hope to push that 5-mile barrier. My goal is to reach 10 miles and keep it consistent.   Does it have any faults or flaws? The laces are too short for me to use the heel lock/runner's loop. I wish the laces were a little longer so I could do that lacing. So, just one more thing that Nike needs to work on is all their running shoes, giving them a roomier toe box",positive,0.848,True
Nike,523837,5.0,positive,Excellent Comfort. I use the vomero plus for work and they are the most comfortable shoe I have ever worn. Just hoping the zoom X sole last a long time. Plush shoe very comfortable!,positive,0.9358,True
Nike,523617,5.0,positive,"Perfect. I got these as my old running shoes are 4-5 years old. I’m not a real runner. I run maybe twice a month, occasionally once a week. I tried these new shoes out today and they are perfect for me. For reference, I run with a 14 lb weight vest for 1 mile",positive,0.8126,True
Nike,523616,5.0,positive,"Love Love. Love love love these!!! They are light and it feels like you’re walking on clouds. They run true to size, I’m normally an eight and the eight fits me perfectly. I love the vibrant colors",positive,0.9912,True
Nike,536322,5.0,positive,"Nice cushioning. I also have the Vomero, without the Plus. I like both of them. I feel that it's nice to have the extra cushioning in the Plus",positive,0.7964,True
Nike,523446,5.0,positive,Absolutely goated shoe. Ive done speed work and long runs in these shoes and there the most comfortable daily trainer i have ever ran in. They are incredibly durable for the heavy mileage i put them through and overall just really comfortable. Best daily trainer NIKE has come out with yet for sure,positive,0.9321,True
Nike,523341,5.0,positive,"Beyond amazing. 6 stars, best feeling and best looking shoes ive ever owned , and they must have been made at my neighbors house cause the shipping was unbelievably fast!",positive,0.9324,True
Nike,523337,5.0,positive,Soft. Daughters ran in them at project run and they love them,positive,0.6369,True
Nike,523336,4.0,positive,"I’m a nurse on my feet for long hours, bought it for work. Feels lightweight and comfortable. Hopefully it lasts a while.",positive,0.7184,True
Nike,523338,5.0,positive,LOVE THEM. Listen this shows are AWESOME. They are cushiony and so freaking cute I am obsessed with them I am an over pronator and use them to run outdoors or indoors 4 miles and also use them for strength training I love them,positive,0.9526,True
Nike,523127,5.0,positive,Awesome shoes! Why did I not buy this sooner,positive,0.6588,True
Nike,520206,5.0,positive,Great running shoe so far!. So far they feel great! True to size and and lots of cushion,positive,0.9115,True
Nike,520205,5.0,positive,Great daily trainer/easy run. Have been very impressed as far as my daily trainer and long easy runs. Would buy another pair any day,positive,0.8858,True
Nike,520199,5.0,positive,Couldn’t possibly love these any more than I do!,positive,0.6696,True
Nike,520198,5.0,positive,Great shoe for every class of running. Way better color in person and it’s a wonderful feeling of a shoe. Once they release color customization I’d definitely order a second pair. Would love these in a hyper blue,positive,0.959,True
Nike,528995,5.0,positive,Very comfy! Great Bounce. Great for running! Great support - for someone who broke her ankle and has a plate and 11 screws in my ankle this has a lot of comfort. Did size up half a size,positive,0.9389,True
Nike,530393,4.0,positive,"Good shoe. Great bounce, I usually wear wide ordered half size bigger, did not get the promo lip balm. Ordered online pick up in store",positive,0.7906,True
Nike,524840,5.0,positive,"Like Running On Clouds. I always liked the Vomero line ... but LOVE the Vomero Plus shoes. Such great cushioning, better than the Invincible 3s while also feeling lighter to me. Conner Mantz had said these were like running on clouds ... and I agree!",positive,0.9871,True
Nike,524814,5.0,positive,Best everyday trainer so far. Easily my best running shoe ever!!,positive,0.9129,True
Nike,524859,5.0,positive,"Awesome new shoes are a cheat code on your run times. I love these shoes. They are basically a cheat code on your run times, and foot fatigue. I got the red ones and they look awesome.   I noticed that I am reaching farther markers with ease just by simply having this really good shoe because of the bounce back that it gives. I have never owned shoes that are this plush and pliant at the same time. They still do what is needed on a run / hike with a heavy back pack while remaining essentially weightless. If you are on the fence, do it. If you have a normal running shoe, and are looking for something high end that is awesome, do it. You will not be disappointed. Shipping came normally quick with no problems as well",positive,0.9716,True
Nike,524850,5.0,positive,Worth the money. Awesome shoe very comfortable not too flashy. Good quality and durability,positive,0.8013,True
Nike,524835,5.0,positive,"Run on clouds. Probably the best shoe I’ve ever used for running. Maybe not the best all around shoe, the sole sometimes feels a little unbalanced during certain stand up workouts and heel sucks for rowing machine. But definitely the best support for running I have ever felt. Almost forgot, they aren’t narrow like most Nikes, no need for break in, plenty of room for my Fred Flintstone feet",positive,0.9327,True
Nike,524823,5.0,positive,Great Shoe.. I really want this shoe. Great shoe. Had a few issues but not with the shoe. I waited for these to come out,positive,0.6593,True
Nike,524854,5.0,positive,"Great shoe. The shoe you can do it all in! This shoe preforms in all categories, mainly walking and running. If you want to do some weight training and be comfortable there for you as well! All day comfort to hang out in",positive,0.9167,True
Nike,524855,1.0,negative,Poor Quality Stitchings. Shoes arrived with a broke lace eyelet and needed to be returned,negative,-0.7096,True
Nike,524849,2.0,negative,"Great run… until they broke.. Got these literally hours ago, went on a run and part way thru the run I stopped to snug them up (I don’t run with my shoes very tight at all) and one of the eyelets broke. Contacted customer service when I got home wasn’t  thrilled with the return options so I’ll suck it up because they were otherwise super comfy .. just lacking on quality a bit",positive,0.3008,False
Nike,524838,5.0,positive,"Great shoe!. This is a great cushioned training shoe with a wonderful feel. I had become addicted to wearing the bouncy Alpha Fly for all my runs but really needed an everyday running shoe. Now that I’m in the Vomero Plus for daily runs and saving the Alphas for races, my knees feel a bit better from the added cushioning. Happy I bought them!",positive,0.9512,True
Nike,524856,5.0,positive,Great Daily Trainer. Great shoe that provides smooth running and comfort. Great daily trainer!!,positive,0.9467,True
Nike,522565,5.0,positive,"Best shoes support shoe on the market!!. If your looking for comfort and support, this is it",positive,0.9133,True
Nike,522108,5.0,positive,Comfy ride!!!. Overall great shoe !!! dunno what these what these other reviewers were doing but give the shoe some time to break in,positive,0.5744,True
Nike,524816,5.0,positive,"Best Nike running shoe for everday miles. Amazing. Nike, keep making more shoes like this",positive,0.8952,True
Nike,524827,5.0,positive,Scored-The Drop Day Color!!. Just picked up these on “drop day” and could not be more pleased.   In the Bright Orange colour-they provide an excellent cushion and stability for walking and running.   Super pleased! Nike scores again with providing excellent value in running shoes!,positive,0.9512,True
Nike,524830,5.0,positive,"Game changer. Having some Achilles issues and this shoe has been a game changer! Soft, light, supportive ride",positive,0.3595,True
Nike,525056,5.0,positive,"No regrets. I will absolutely be buying another pair in the future to run in. I bought these to work my 12hr shifts in and they feel like marshmallows. These shoes are light weight, very bouncy, and true to size as long as you know your size in Nikes",positive,0.77,True
Nike,524858,5.0,positive,"Grandson marathon!. Purchased for my grandson, who has gotten into running 3-5 miles a few days a week. He loves them. Very comfortable and broke in easily. My very happy grandson !",positive,0.9043,True
Nike,524813,5.0,positive,"Plus or Plush?. Nike forgot to add the ‘h’ in Plus. Yes, these shoes are really, plush. It’s a hoot to run in. This is my new favorite!",positive,0.7177,True
Nike,525054,5.0,positive,"My new favorite!. I bought these to replace my invincible 3s.  I have a regular peloton treadmill and my Vomero 18s are a bit too slick for it and my invincibles are almost wore out.   I put these one (I got the white and teal, sooo pretty!) and instantly fell in love.  I feel like they are less clunky than the regular vomeros even though they have more cushion, I didn’t notice the heel thickness but I did notice the return when I run.  They have a great feel, great bounce, and they look great!  Not as much Bounce as my vapors but these are going to be my new treadmill shoes and now I’ll need to buy an outdoor pair. Oh should mention these have great traction and work great on the peloton treadmill (not the plus).    Highly recommend for endurance runs, interval running, everyday walking or walking workouts, etc. they are just great!   If even wear them on half’s but usually for races I’d wear my vapors",positive,0.9947,True
Nike,525058,1.0,negative,"Very disappointed. Ordered these shoes the day they dropped, and I was very excited for them. I tried them on as soon as they were delivered, and while trying them on the lace ring popped. Thinking it might be a defect I went to the store and exchanged them. Again when I went to lace up the replacement shoes the lace ring popped open. I reported the problem with the product to customer service, and I was met with being told that I would just have to return them from the store I got them from. Very disappointing. It’s unfortunate especially with the fact the shoes were comfortable when on, but if they can’t even handle being laced up then how are they going to handle multiple runs",negative,-0.6284,True
Nike,524833,5.0,positive,"Plush Cushioning with Surprising Stability – Great for Long Miles. I picked up the Vomero Plus for daily road runs, and they’ve quickly become my go‑to. The fit runs true to size in my regular width, and even in the extra‑wide option, the lockdown feels secure without pinching. Despite the tall cushioning stack, they feel stable — I never got the “wobbly” sensation I’ve had with other max‑cushion shoes. The ZoomX midsole is the star here — ultra‑soft underfoot yet noticeably springy, which makes longer runs and recovery days a lot easier on my legs. The engineered mesh upper breathes well and wraps the foot comfortably, while the padding around the collar adds a premium feel. Style‑wise, the bold stack gives a chunkier profile, so if you prefer a super‑sleek look, this may not be your pick, but I like the mix of performance and standout design. At $180, it’s an investment, but the comfort, durability, and versatile ride make it a solid value if you log lots of miles",positive,0.9686,True
Nike,524851,5.0,positive,"Bouncy but super light! Pure comfort, pure joy!. Nike nailed it with these! I have wide feet but fit perfectly in these without a wide size. Super bouncy, lightweight, and breathable, plus I love the “Hot Lava” color. Not a tight sleeve design, so they adjust well with laces. Took a chance, glad I did!",positive,0.9938,True
Nike,520005,5.0,positive,"Best Running Shoe I've ever bought. What a lovely surprise this was! Super comfy on long runs, easy runs yet still has some pop in them to pick up the pace. This can easily be an all in one daily trainer",positive,0.9617,True
Nike,524817,5.0,positive,"The best max cushion shoe ever!!!. This shoe is a winner! It delivers on what you'd expect from a max cushion shoe with its soft yet responsive foam. The overall quality feels great, and it's exceptionally comfortable. The outsole is also a highlight, appearing to be very sturdy.  My only concern is with the outer material. I found the breathability to be lacking a bit",positive,0.9711,True
Nike,524842,5.0,positive,"Review. Looks cool, Looks cool, Looks cool, Looks cool, Looks cool, Looks cool, and Looks cool",positive,0.9201,True
Nike,524836,5.0,positive,"Better ride than the 18.. Got the Orange Pulse a little early. Have a couple of runs in. Lacing is fine, but the configuration seems a little narrow for the size of the upper. Floating tongue, but doesn’t move around as badly as the Peg Premium. Overall though, this is what I wanted the 18 to feel like. Noticeably lighter than the 18, with a LOT more bounce. These feel more natural to run in, and the ride isn’t as dead/muted as the 18 feels (to me, at least). I realize rocker shapes/foams/etc don’t feel the same for everyone…but I would say if you’re deciding btw the 18 and the Plus, spend the extra $25 and get the Plus",positive,0.6297,True
Nike,617369,5.0,positive,"Stylish and good for winter. Lasted my husband through lots of walking in New York City winter. With wool socks and these shoes, he never complained about his feet being cold",positive,0.6319,True
Nike,616025,5.0,positive,"Great Sneaks. Love'em,  I'm ordering another pair",positive,0.6249,True
Nike,615975,5.0,positive,Perfect. Love them so comfy and good shoes,positive,0.9014,True
Nike,596799,5.0,positive,Great Christmas Gift!. Looks good! Fits good! It was a great Christmas gift,positive,0.9669,True
Nike,588624,4.0,positive,Nice boots. Nice boot looks good my only issue is they run slightly big i would recommend going half of size lower,positive,0.8316,True
Nike,584431,2.0,negative,"worst winter shoes. Those are my coldest shoes among all, i bought them specifically for winter and winter is not cold here but still its much warmer in any shoes than this, they are waterproof, and not breatheable",positive,0.0644,False
Nike,579581,5.0,positive,"perfect fit , perfect comfort . al round great winter shoe for warmth . wished I had bought 2 pairs at that price. A great high top , would normally go for an Air Force 1 high , but these look great great feel",positive,0.9776,True
Nike,583663,5.0,positive,Suosittelen. Näyttävät hyvältä ja ovat mukavat jalassa,negative,0.0,False
Nike,576450,5.0,positive,Comfy fit. Very comfy and true to size. I will buy again,positive,0.6771,True
Nike,578949,5.0,positive,"Great buy. A very nice pair. Not too hot, true to size. Should buy them in other colors too!",positive,0.7313,True
Nike,564672,4.0,positive,Billy Boots. Excellent value for money very comfortable look good,positive,0.9162,True
Nike,564832,5.0,positive,"The Nike Court Vision Mid Winterized is a fantastic purchase. Out of the box, the shoes felt stiff. They definitely needed a bit of a break-in period, especially around the ankle. After a few wears, the foam midsole provided good cushioning for all-day wear. For sizing, I found them to be true to size. My only minor critique would be the bit weak shoe laces",positive,0.8779,True
Nike,559993,5.0,positive,Very nice. I bought these for my son. He's really pleased with them,positive,0.742,True
Nike,559992,5.0,positive,"Amazing. These Nike trainers blend smart style with all-day comfort. Their sleek design and suede-like finish give off classic desert boot vibes, making them perfect for casual or semi-formal wear. Lightweight, supportive, and versatile — ideal for walking, commuting, or pairing with smart-casual outfits",positive,0.959,True
Nike,559349,2.0,negative,They are longer than Nike usually do but they are not wide not good for walking at all this product it's only good for show not practical in any sense.,positive,0.7514,False
Nike,552076,4.0,positive,"Foot ripped. I will give it 4 stars just because of the colour way and the style of the shoe. I bought the shoe about 7 months ago (less than a year) and the right shoe got ripped where the side of my foot is. It might be a flaw of the shoe, but not that great. This was not an accident of me being silly and banging my foot on stuff to make it worse.  It’s just a flaw of the shoe",negative,-0.7278,False
Nike,552151,5.0,positive,"Not slippery when wet. I’m actually wearing the burgundy version I bought a year ago and I absolutely love them. They’re comfortable and waterproof but the best part is the extra grip sole, I haven’t slipped on wet concrete once with these",positive,0.8933,True
Nike,516056,5.0,positive,"Value for money. Good quality, comfortable and perfect fit",positive,0.93,True
Nike,509887,5.0,positive,Great shoe fantastic price fast shipping all round great service thank you Nike.,positive,0.936,True
Nike,509545,5.0,positive,Great value I highly recommend buying these,positive,0.8516,True
Nike,467701,4.0,positive,"They look great. They look great and are comfortable. Size fits well, although a little tight around the ankle due to being new, I’m sure they will give a little once worn in",positive,0.9322,True
Nike,459551,4.0,positive,"Size is a bit off. Nice shoes but larger than normal Nike size. Usualy I wear 11, but for this one I should have ordered 10",positive,0.2263,True
Nike,456680,4.0,positive,"Comfortable but rigid. Very comfortable to wear, the actual shoes is quite rigid when walking, maybe this is because it’s new, time will tell",positive,0.6249,True
Nike,447210,5.0,positive,Nice. My son loves them and they are comfortable and very supportive to his feet. I was more like these,positive,0.9335,True
Nike,446309,4.0,positive,"The shoes are quite good, impressive quality and very comfortable on the inside. They look good when wearing them. What I didn’t like much was the laces they are abut want long so it makes the shoes appearance look kind of weird. Nevertheless the shoes are off peak",positive,0.9334,True
Nike,446049,5.0,positive,Great price. For the price these trainers are great value,positive,0.891,True
Nike,446048,1.0,negative,"Fantastic looking but serious design flaws.. Love these, but the shoe has a design fault. The thicker material around the top of the toe has now broken on a second pair. This after only 3 wears doing light walking. Such a shame as a great winter trainer",positive,0.5647,False
Nike,445179,4.0,positive,My review. Very comfy. Good value for money,positive,0.7043,True
Nike,444695,2.0,negative,"Choose a different shoe. These lasted me less than three months with daily use. I use them at work and home. The only “winter” thing about these are the look. They are horrible with grip outside in any weather other than clear, don’t even try snow and ice. The bottom of the shoe wore out fast and has holes in them where water and other things get inside. Pretty disappointing considering I’ve had other Nike shoes last me much longer with daily use. The only reason these get 2 stars is because I got them on a deal and they do look nice, but horrible quality and life of shoe",negative,-0.6486,True
Nike,440310,4.0,positive,An awesome trainer. Big though.. A fantastic looking shoe with the usual Nike quality. They do come up a bit big though and I need to be wearing a thick pair of socks to make them fit correctly,positive,0.8807,True
Nike,437596,2.0,negative,"My first negative experience with Nike.. Unfortunately, these are not what I normally expect and get from Nike. They feel so cheaply made and like cardboard. Sole and non-existing cusion makes it feel like a flipflop with ankle support. They do look nice in the product photos but in relatiy they look terrible and cheap",negative,-0.4497,True
Nike,437315,5.0,positive,"Very good shoes. Very good fit, comfy support inside, very comfortable, durable material, nice sole, happy with purchase",positive,0.9681,True
Nike,432241,5.0,positive,Fast shipping and delivery and I love them,positive,0.6369,True
Nike,432102,5.0,positive,"Sweet Winter Shoes!. Great value and goes well with almost every outfit, my favorite pair of shoes!",positive,0.9347,True
Nike,429575,4.0,positive,Great shoes. Needed some boots for winter and these are ideal.  Comfortable and warm,positive,0.9136,True
Nike,426590,5.0,positive,"Xmas 🎁!. Honestly this pair was for a Xmas gift for my nephew,  he was really excited to wear them, he did really loveee them,  sooo my gift was totally success! 💯",positive,0.9582,True
Nike,421302,5.0,positive,Very comfortable looks amazing,positive,0.8251,True
Nike,420727,5.0,positive,Good shoes and very comfortable and feel very relax .,positive,0.8653,True
Nike,418596,5.0,positive,Really nice boots... Really nice boots…would recommend,positive,0.8381,True
Nike,411771,5.0,positive,"Good luck. Very nice. I would like size, product.  After I will buy again. I so happy thank you  😊😊😊 Sorry my English not good 😊",positive,0.987,True
Nike,411334,5.0,positive,"superb. good quality product, super comfy",positive,0.8979,True
Nike,410990,2.0,negative,"No cushion on insoles…. Yes they are good looking shoes, but there is no cushion for your feet… these shoes have great ankle support but the insoles are trash. My Adidas didn’t have this issue. Feels like I’m standing/walking on Concrete when wearing these",positive,0.9161,False
Nike,408851,4.0,positive,"Happy. My second pair, sized up as found them narrow. Very warm, very comfy",positive,0.7089,True
Nike,408555,5.0,positive,Nike court vision. Very stylish and comfortable! Goes with about any outfit and the fusion on the inside feels good on my ankles,positive,0.8297,True
Nike,408510,5.0,positive,"Perfect for winter. Brilliant for winter. Can look smart and casual with the right outfit. Already got the tan pair and these are obviously just the same, comfy, stylish and easy to clean. Would definitely recommend. :)",positive,0.9744,True
Nike,405348,5.0,positive,"Classy winter shoes. Ordered them in size 11 for husband who is 10.5 in every Nike shoe he owns, but needed extra room this time for insoles. Shoe had plenty of room at the top to accommodate insoles (after removing the flimsy ones they came with) and the extra length wasn't too much. Sole feels durable and perfect for winter but not too heavy. Can't speak for quality as we just got them but he loved them right out of the box. The tan is a ""brighter"" tan (?) in person but definitely not a dealbreaker, really classy grown-up version of his favorite Nike high top sneakers",positive,0.9861,True
Nike,399857,5.0,positive,"Quality of shoes was just as expected, shipping service well arranged.",positive,0.2732,True
Nike,399494,5.0,positive,Amazing shoe fits well and comfortable,positive,0.8481,True
Nike,393150,5.0,positive,Great quality and very comfortable shoes! Great choice for autumn and winter!,positive,0.9279,True
Nike,313935,5.0,positive,"Great Boots !. I bought these boots in the black colour at the start of winter and they have been absolutely lovely to wear, very comfortable and enough room to wear a thicker pair of socks too !  I always liked the Tan colour and took the plunge again. The boots are great and the colour is even better than I thought.  The only thing i would say that if you don't wear thicker socks you could easily order a half size down",positive,0.9766,True
Nike,312063,4.0,positive,"Order a size up!. Order a size up! It is very narrow, too. Comfy otherwise, nice laces",positive,0.5242,True
Nike,300597,1.0,negative,"Not fit for winter wearing. These look great when you get them but sadly they're not winter proof.   The plus is they're warm, the negative is they leak water worse than anything I've worn before.  They're also not durable at all.  Purchased mine in Oct and by Feb the soles had holes in which meant the shoe started soaking up water into it.  It's a shame - they could have been great but I'll head back to another brand for my high top winters from now on",negative,-0.9145,True
Nike,296174,4.0,positive,Nice. Really like these. Felt little more snug around foot than used to but no complaints and like the look and feel,positive,0.8374,True
Nike,288879,2.0,negative,"Not very hard wearing. Comfortable and grippy but sadly, I'm not sure what kind of'winter' these are made for. They leak quickly in West conditions and it only took 2 months of gentle wear before the sole started to separate at the toe. One thing in their favour is they wipe clean of any winter gunk very easily. The upper materials are great, just a shame they don't last",positive,0.7858,False
Nike,287123,5.0,positive,"Nice. Pretty nice shoes, quite narrow, takes getting use to",positive,0.8316,True
Nike,280344,4.0,positive,"Versatile and robust uppers far outdo the outsoles. Originally I bought these as work shoes (mix of city walking/industrial environment/wet working) to see me through winter. I ended up wearing them all throughout the year.   Not the best traction in wet weather when walking on metal surfaces (manhole/drain covers can give you a suprise!) The uppers, to their credit, have put up with everything thrown at them without complaint. The outsoles have worn down more quickly than I had expected through  I've replaced the visions for winter 2023/24 with the court borough winterized. They'll have a lot to live up to!",positive,0.4222,True
Nike,279762,2.0,negative,"Not a winter shoe at all. For a high top to be labeled winter, I was expecting something far better than these.  They feel very light and flimsy, the sole at the front of the shoe is very thin, you would feel every single stone and i expect 30 mins wearing these in winter conditions your feet will be freezing",positive,0.5106,False
Nike,278223,1.0,negative,Quality looks good BUT Size is to small and narrow never had an issue like this before on my nike shoes.,positive,0.6369,False
Nike,274825,1.0,negative,Uncomfortable. Most uncomfortable shoes I have ever put on my feet. They feel like cardboard,negative,-0.4576,True
Nike,270100,5.0,positive,"Great addition to your sneaker collection. Nice looking, comfortable shoes - but don't expect the softness of a running shoe. They are perfect for daily use for colder (but not too cold) weather. The laces are relatively long, shoe is true to size. Have been using for 2 months, nothing to complain about so far",positive,0.9518,True
Nike,271857,5.0,positive,"Old school, very comfortable. My new favorite snk.. Old school, super comfortable. I recommend it",positive,0.9459,True
Nike,263401,4.0,positive,"Love these winterized boots/shoes. I own the black and the gold version of this boot, and I love them both! Very comfortable to wear all day without foot ache, and stylish and thus far seems like good quality. People freak when they realize this is a winterized ""boot/shoe"" and inquire where I purchased them. I think these will last for a few years but I am always on the lookout for Nike/Jordan winterized shoes!",positive,0.8563,True
Nike,260362,5.0,positive,Perfect!. These shoes do what they gotta do and the name doesn't lie! Keeps the feet warm and keeps the cold and rain warm,positive,0.7955,True
Nike,256058,5.0,positive,"Great choice for colder weather. Great materials in a uniquely designed shoes. Water resistant, while keeping feet warm",positive,0.8779,True
Nike,252726,5.0,positive,Great winter boot. Very comfortable on.  Survived against water where others have failed!   Look good whilst not worrying about getting wet or ruining your shoes,positive,0.9039,True
Nike,248402,4.0,positive,"Awesome!. Runs small and narrow, but I believe it will work. Looking for less bulky socks. They look awesome!!",positive,0.8772,True
Nike,241125,5.0,positive,Very dependable for Fall and Winter conditions,negative,0.0,False
Nike,240008,5.0,positive,"I like everything about these. Comfortable, clean lines and the material is high quality. The black seems to be darker than a typical black leather.",positive,0.8176,True
Nike,211179,5.0,positive,Tip top high tops. Really high quality pair of high top trainers in deep burgundy leather with semi lined interior. Comfortable from day one even if a little narrow fitting. Ideal for the colder months,positive,0.9069,True
Nike,166974,5.0,positive,stylish and comfortable. very comfortable and stylish. much warmer than expected (in a good way),positive,0.8999,True
Nike,166764,2.0,negative,Nice Shoe At First. Had the shoe for a few weeks. Fit perfectly and is comfortable. The problem I'm having is that the sole separated from the shoe,positive,0.8779,False
Nike,603178,2.0,negative,Size issue. Very god quality just size is slightly odd. I’m an 11 but they felt huge and my heel kept slipping out. Recommend going half or one size down,positive,0.7501,False
Nike,579627,5.0,positive,"After having gone without a pair of everyday shoes long enough, absolutely no doubt about it, it was time for me to get another pair of shoes. Upon purchasing my very first pair of Nike Air Force 1, a classic, all-white (low), I had finally realized all of the reasons that this sneaker is still one of the most popular shoes available today. This review will evaluate the AF1 of its Design, Comfort, Durability, Versatility and Overall Value so that I can provide an honest opinion on how these shoes are for everyday wear. The Air Force 1 was the first ever basketball shoe to feature Nike Air technology, revolutionizing the game and sneaker culture forever. Over three decades since its first release, the Air Force 1 remains true to its roots while earning its status as a fashion staple for seasons to come. I ordered the shoes straight from the Nike app and they had come in surprisingly quick. The design of the box wasn't very special, but it was classic and stood out. The first look of the Air Force 1 has a pure white look that grabs your attention. The shoe is smooth leather and has subtle Nike swoosh. The all white look gives that sense of cleanliness of the shoes. The shoe cuts just below the ankle gives a good shape that works well with many of my outfits. What I like most is how the shoe is stylish without being super showy. It’s a shoe I have been able to wear in school, going out, or even more dressed-up events.  My first experience with putting on my pair of AF1s was that they were way more comfortable than I expected. I had heard a lot of reviews about this shoe from people before I bought them, I believe they are a pretty comfortable shoe. There is definitely a lot of cushioning under your foot that is soft while you walk in the shoe. Although the shoe is a little heavier than your typical sneaker. If you haven't ever put your foot through a new pair of shoes for several hours, you will discover that just after sitting for a while, they will start to feel just a little bit weird, but after about a full day of wearing them, they will start to fit naturally on your feet and will not cause any issues when worn for long periods of time. The comfort of the shoe is essential to everyday sneaker wear. If you plan to be wearing AF1s regularly, you will certainly enjoy the comfort. One of the reasons I think the cost is justified is because of the durability of these shoes. The leather resists quick wear-and-tear and the creases do develop at the top of the shoes. The creases can be helped by buying a crease protection which I had to do. After wearing my shoes for about a month I have still been able to keep them clean. The laces are pretty easy to keep clean but dust and dirt are a great attraction to them.  Overall, the Nike Air Force 1 has definitely earned a place in my regular rotation of shoes. I am definitely glad I decided to finally get AF1's. Its classic design goes great with a lot of my outfits. They also have been a shoe I can use for nice events or even just dinners.",positive,0.9983,True
Nike,523941,5.0,positive,"EasyOn are the way to go. These are the shoes my middle school son wanted for back to school.  I ordered the EasyOn version on a whim and I'm glad I did.  If your kids are lazy like mine, these are perfect because he can just slip in and out of them without tying or untying them, but they don't have they goofy look that other brands slip-in shoes have",positive,0.5187,True
Nike,523320,2.0,negative,Got them because I thought it I would be easier to slip on and go but they still wore down. Felt like they wore down more than the originals. I remember just getting the originals and take your time putting your foot in.,positive,0.631,False
Nike,517627,5.0,positive,Good shoe for the price. Got them for daughter. Seem to be holding up pretty well. Good shoe for the price,positive,0.8779,True
Nike,517626,5.0,positive,Love these! Got them for my son for school. These are a fav for many including this household. Nike will do it for us each time with their amazing quality thats built to last,positive,0.906,True
Nike,500219,5.0,positive,Triple white. The triple white ones are my favorite can’t go wrong with any outfit 😁,positive,0.4404,True
Nike,452379,5.0,positive,"Easy, comfy, and right. True to size. Comfy fit. Easy to slip on and off. A bit stiff and hard to break in but once it’s done it will be great",positive,0.9001,True
Nike,451116,5.0,positive,"Amazing shoe and fit. The look, shape, and overall feel. of the shows were amazing just wanted an easy shoe to slip on if your at the airport or just want an all black shoe this really hits the line. up next is the pro tech ones. i want to tey them in some rough terrain",positive,0.9274,True
Nike,424932,5.0,positive,"Great shoe, would definitely recommend.",positive,0.8519,True
Nike,367907,5.0,positive,Excellent!. These are an exceptional shoe. Very easy to slip on and off and the quality and look is the same as the general release,positive,0.8151,True
Nike,362609,5.0,positive,"i like the shoes, they pretty much go with any outfit.",positive,0.6908,True
Nike,329896,5.0,positive,Classic fit. Clean n crisp. Very durable shoe that can be used for nearly every look you choose.  Dress it up or down these classics go with everything all seasons,positive,0.6369,True
